Date,Power_kW,Holiday,Weekday,Hour,temp_C,solarRad_W/m2,Power-1
2017-01-01 01:00:00,119.1906989,1.0,6,1,7.93,1.4773333333333334,117.823342
2017-01-01 02:00:00,117.9729915,1.0,6,2,7.263416666666667,1.4150833333333335,119.1906989
2017-01-01 03:00:00,116.4132879,1.0,6,3,6.831333333333333,1.5419999999999998,117.9729915
2017-01-01 04:00:00,116.1723836,1.0,6,4,6.50025,0.891,116.4132879
2017-01-01 05:00:00,114.8782817,1.0,6,5,6.0064166666666665,1.3758333333333332,116.1723836
2017-01-01 06:00:00,116.1282213,1.0,6,6,5.645833333333333,0.988,114.8782817
2017-01-01 07:00:00,116.1114773,1.0,6,7,5.47775,1.4661666666666668,116.1282213
2017-01-01 08:00:00,112.4997965,1.0,6,8,5.4102500000000004,29.54975,116.1114773
2017-01-01 09:00:00,112.9510473,1.0,6,9,5.480583333333333,76.49416666666667,112.4997965
2017-01-01 10:00:00,112.7486542,1.0,6,10,6.0168333333333335,192.8083333333333,112.9510473
2017-01-01 11:00:00,112.3430308,1.0,6,11,6.882416666666667,237.49166666666667,112.7486542
2017-01-01 12:00:00,113.6214352,1.0,6,12,7.56,267.5,112.3430308
2017-01-01 13:00:00,113.8309445,1.0,6,13,8.73,203.54999999999998,113.6214352
2017-01-01 14:00:00,114.5270763,1.0,6,14,9.809166666666666,146.23333333333332,113.8309445
2017-01-01 15:00:00,114.3096136,1.0,6,15,9.735833333333334,124.28333333333335,114.5270763
2017-01-01 16:00:00,117.1276288,1.0,6,16,9.525833333333333,56.92416666666667,114.3096136
2017-01-01 17:00:00,116.887771,1.0,6,17,8.9725,5.232166666666667,117.1276288
2017-01-01 18:00:00,118.3451269,1.0,6,18,8.865,1.5073333333333334,116.887771
2017-01-01 19:00:00,117.9116666,1.0,6,19,8.984166666666667,1.4498333333333333,118.3451269
2017-01-01 20:00:00,125.8803455,1.0,6,20,9.186666666666667,1.3549999999999998,117.9116666
2017-01-01 21:00:00,126.0302043,1.0,6,21,9.174166666666666,1.3435833333333334,125.8803455
2017-01-01 22:00:00,125.6538829,1.0,6,22,10.0075,1.2211666666666667,126.0302043
2017-01-01 23:00:00,126.1955513,1.0,6,23,9.882307692307693,1.5002307692307693,125.6538829
2017-01-02 00:00:00,126.10325,2.0,0,0,9.471666666666666,1.1796666666666666,126.1955513
2017-01-02 01:00:00,128.5286184,2.0,0,1,10.209166666666667,1.8166666666666667,126.10325
2017-01-02 02:00:00,125.8692526,2.0,0,2,9.975833333333332,1.1193333333333333,128.5286184
2017-01-02 03:00:00,126.8868692,2.0,0,3,9.791666666666666,1.5486666666666666,125.8692526
2017-01-02 04:00:00,127.1987262,2.0,0,4,9.895,1.507,126.8868692
2017-01-02 05:00:00,126.4075722,2.0,0,5,10.0425,1.5416666666666667,127.1987262
2017-01-02 06:00:00,139.113338,2.0,0,6,10.42,1.7425833333333334,126.4075722
2017-01-02 07:00:00,161.108675,2.0,0,7,10.256666666666666,1.7679166666666666,139.113338
2017-01-02 08:00:00,207.5688797,2.0,0,8,10.105833333333333,18.456583333333334,161.108675
